datetime,ET
2006-03-06,29.846341463414632
2006-03-14,26.785148514851485
2006-03-22,25.47727272727273
2006-03-30,33.164
2006-04-07,16.896551724137932
2006-04-15,20.16315789473684
2006-04-23,25.29047619047619
2006-05-01,33.8349593495935
2006-05-09,36.07254901960785
2006-05-17,29.327131782945738
2006-05-25,38.81472392638037
2006-06-02,41.545121951219514
2006-06-10,46.333727810650885
2006-06-18,40.29349593495935
2006-06-26,29.482926829268294
2006-07-04,38.275590551181104
2006-07-12,43.6702380952381
2006-07-20,42.288652482269505
2006-07-28,42.33620689655173
2006-08-05,44.84662162162162
2006-08-13,47.545323741007195
2006-08-21,38.718867924528304
2006-08-29,41.536986301369865
2006-09-06,39.35818181818182
2006-09-14,36.66686390532544
2006-09-22,32.75680473372781
2006-09-30,34.47202797202797
2006-10-08,38.09349112426036
2006-10-16,31.86645161290323
2006-10-24,29.377483443708613
2006-11-01,22.314285714285717
2006-11-09,31.026241134751775
2006-11-17,29.12077922077922
2006-11-25,22.649640287769785
2006-12-03,26.16503067484663
2006-12-11,25.231210191082805
2006-12-19,25.643055555555556
2006-12-27,14.48032786885246
2007-01-01,21.23846153846154
2007-01-17,24.743046357615896
2007-01-25,27.272727272727277
2007-02-02,24.437234042553193
2007-02-10,17.705000000000002
2007-02-18,20.529813664596276
2007-02-26,33.148951048951055
2007-03-06,38.482608695652175
2007-03-14,35.58758169934641
2007-03-30,31.288165680473373
2007-04-07,33.6579617834395
2007-04-15,42.833333333333336
2007-04-23,39.74522292993631
2007-05-01,39.24437869822486
2007-05-09,37.862804878048784
2007-05-17,42.00147058823529
2007-05-25,44.00118343195266
2007-06-02,42.631360946745566
2007-06-10,37.14689655172414
2007-06-18,38.45153846153846
2007-06-26,30.870833333333334
2007-07-04,39.264052287581706
2007-07-12,45.34023668639054
2007-07-20,45.35974025974026
2007-07-28,41.5888198757764
2007-08-05,43.31585365853659
2007-08-13,36.65853658536585
2007-08-21,41.43757575757576
2007-08-29,38.649
2007-09-06,39.38397435897436
2007-09-14,37.877037037037034
2007-09-22,35.49822485207101
2007-09-30,28.580952380952382
2007-10-08,35.56209150326798
2007-10-16,33.22485207100592
2007-10-24,29.971717171717174
2007-11-01,22.900000000000002
2007-11-09,31.34
2007-11-17,26.80990099009901
2007-11-25,23.91980198019802
2007-12-03,25.641818181818184
2007-12-11,20.4375
2007-12-19,25.775159235668795
2008-01-01,32.69424460431655
2008-01-09,24.226190476190478
2008-01-17,24.266666666666666
2008-02-02,18.572131147540983
2008-02-10,31.158125000000002
2008-02-18,34.57730496453901
2008-02-26,29.869444444444447
2008-03-05,31.787000000000003
2008-03-21,34.23500000000001
2008-04-06,34.25125
2008-04-14,35.81312500000001
2008-04-22,39.270625
2008-04-30,36.93793103448276
2008-05-08,35.65714285714286
2008-05-16,42.94674556213018
2008-05-24,37.5969465648855
2008-06-01,38.97385620915033
2008-06-09,40.100628930817614
2008-06-17,41.95570469798658
2008-06-25,39.26745562130178
2008-07-03,44.64827586206897
2008-07-11,40.66423841059603
2008-07-19,40.068518518518516
2008-07-27,40.96331360946746
2008-08-04,36.59583333333333
2008-08-12,41.53727810650888
2008-08-20,42.33653846153847
2008-08-28,43.49704142011834
2008-09-05,41.3425
2008-09-13,39.99735099337749
2008-09-21,38.41714285714286
2008-09-29,39.100595238095245
2008-10-07,31.07857142857143
2008-10-15,29.484023668639054
2008-10-23,27.607100591715977
2008-10-31,29.494776119402985
2008-11-08,23.419626168224298
2008-11-16,18.315094339622643
2008-11-24,22.27553191489362
2008-12-02,25.528688524590166
2008-12-10,19.145714285714288
2008-12-18,22.130000000000003
2008-12-26,7.655555555555556
2009-01-01,30.946666666666665
2009-01-09,30.635114503816794
2009-01-17,27.960946745562133
2009-01-25,21.809923664122138
2009-02-02,21.516279069767442
2009-02-10,28.960946745562133
2009-02-18,22.354022988505747
2009-02-26,17.676315789473687
2009-03-06,23.266666666666666
2009-03-14,18.30112359550562
2009-03-22,22.994827586206895
2009-03-30,25.6
2009-04-23,28.60606060606061
2009-05-17,28.773600000000002
2009-05-25,42.548
2009-06-02,43.171875
2009-06-10,45.72516129032258
2009-06-18,43.63119266055046
2009-06-26,44.21656804733728
2009-07-04,43.75740740740741
2009-07-12,38.78653846153847
2009-07-20,28.17377049180328
2009-07-28,36.71195652173913
2009-08-05,46.05793103448276
2009-08-13,44.04388489208634
2009-08-21,35.714285714285715
2009-08-29,45.24285714285715
2009-09-06,43.26287878787879
2009-09-14,41.8905325443787
2009-09-22,40.9044776119403
2009-09-30,34.2021897810219
2009-10-08,38.574375
2009-10-16,37.854676258992804
2009-10-24,35.558928571428574
2009-11-01,31.11278195488722
2009-11-09,25.78
2009-11-17,29.501851851851853
2009-11-25,28.3
2009-12-03,30.579289940828403
2009-12-11,29.20952380952381
2009-12-19,26.71369047619048
2009-12-27,17.910447761194032
2010-01-01,28.59207317073171
2010-01-09,26.866250000000004
2010-01-17,29.30074626865672
2010-01-25,30.768211920529804
2010-02-02,30.140236686390537
2010-02-10,28.618840579710145
2010-02-18,29.210344827586212
2010-02-26,31.798148148148147
2010-03-06,30.81217948717949
2010-03-14,30.76287878787879
2010-03-22,19.700000000000003
2010-04-07,24.793333333333337
2010-04-15,22.8
2010-04-23,32.77319587628866
2010-05-17,39.27692307692308
2010-05-25,36.84728682170543
2010-06-02,39.03170731707317
2010-06-10,36.536134453781514
2010-06-18,36.779012345679014
2010-06-26,44.625
2010-07-04,42.074675324675326
2010-07-12,41.18402366863906
2010-07-20,42.180473372781066
2010-07-28,34.6
2010-08-05,40.731952662721895
2010-08-13,36.803125
2010-08-21,41.06848484848485
2010-08-29,38.491150442477874
2010-09-06,39.8508875739645
2010-09-14,35.667741935483875
2010-09-22,39.193333333333335
2010-09-30,36.66953642384106
2010-10-08,35.97159763313609
2010-10-16,33.2536
2010-10-24,30.234545454545458
2010-11-01,32.27712418300654
2010-11-09,25.57261904761905
2010-11-17,29.36066666666667
2010-11-25,25.977685950413225
2010-12-03,23.728402366863907
2010-12-11,28.492903225806455
2010-12-19,19.33888888888889
2010-12-27,16.1
2011-01-01,25.5811320754717
2011-01-09,22.87663551401869
2011-01-17,22.795098039215688
2011-01-25,26.9469512195122
2011-02-02,30.416447368421053
2011-02-10,28.656969696969696
2011-02-18,27.723214285714285
2011-02-26,32.145161290322584
2011-03-06,35.945562130177514
2011-03-14,35.46725663716814
2011-03-22,21.627450980392158
2011-03-30,22.675151515151516
2011-04-15,34.83618421052632
2011-04-23,37.1361963190184
2011-05-09,30.247058823529414
2011-05-17,40.992592592592594
2011-05-25,38.28015873015873
2011-06-02,26.594897959183676
2011-06-10,27.700000000000003
2011-06-18,41.78292682926829
2011-06-26,37.045121951219514
2011-07-04,39.56293706293707
2011-07-12,41.12302158273382
2011-07-20,40.756578947368425
2011-07-28,40.927835051546396
2011-08-05,40.102380952380955
2011-08-13,41.092261904761905
2011-08-21,43.73372781065089
2011-08-29,40.23372781065089
2011-09-06,39.1396449704142
2011-09-14,38.19940476190476
2011-09-22,35.53802816901409
2011-09-30,34.11151515151516
2011-10-08,32.45619834710744
2011-10-16,33.39526627218935
2011-10-24,27.021276595744684
2011-11-01,19.480000000000004
2011-11-09,28.347887323943663
2011-11-17,18.966666666666665
2011-11-25,23.535135135135135
2011-12-03,22.213772455089824
2011-12-11,18.21549295774648
2011-12-19,20.158333333333335
2011-12-27,15.930769230769233
2012-01-01,25.82130177514793
2012-01-09,25.984615384615388
2012-01-17,28.754285714285714
2012-01-25,28.46323529411765
2012-02-02,29.414093959731545
2012-02-10,29.723333333333336
2012-02-18,28.38942307692308
2012-02-26,27.855621301775148
2012-03-05,30.18095238095238
2012-03-13,27.028
2012-03-21,31.491509433962268
2012-03-29,29.30636363636364
2012-04-06,33.395714285714284
2012-04-14,30.728571428571428
2012-04-22,34.82603550295858
2012-04-30,31.060000000000002
2012-05-08,39.4390243902439
2012-05-16,42.11351351351352
2012-05-24,39.3515625
2012-06-09,26.661016949152543
2012-06-25,40.47196261682243
2012-07-03,34.18333333333333
2012-07-11,45.31385542168675
2012-07-19,38.529012345679014
2012-07-27,42.71794871794872
2012-08-04,41.91463414634146
2012-08-12,40.91878787878788
2012-08-20,41.01118012422361
2012-08-28,39.62064516129033
2012-09-05,38.1422619047619
2012-09-13,39.81071428571428
2012-09-21,38.52777777777778
2012-09-29,32.35412844036698
2012-10-07,41.12024539877301
2012-10-15,35.42777777777778
2012-10-23,35.09084507042254
2012-10-31,29.575182481751824
2012-11-08,30.05527950310559
2012-11-16,18.61909090909091
2012-11-24,24.698780487804882
2012-12-02,25.80982142857143
2012-12-10,24.43595505617978
2012-12-18,23.78952380952381
2012-12-26,17.02972972972973
2013-01-01,24.80857142857143
2013-01-09,24.554545454545455
2013-01-17,26.027350427350427
2013-01-25,26.24117647058824
2013-02-02,28.40714285714286
2013-02-10,25.7957264957265
2013-02-18,24.13134328358209
2013-02-26,25.830061349693253
2013-03-06,28.29166666666667
2013-03-14,30.230578512396693
2013-03-22,30.49230769230769
2013-03-30,37.45384615384616
2013-04-07,39.78666666666667
2013-04-15,39.109722222222224
2013-04-23,39.76794871794872
2013-05-01,40.800000000000004
2013-05-09,44.844970414201185
2013-05-17,40.82352941176471
2013-05-25,40.269064748201444
2013-06-02,41.40493827160494
2013-06-10,43.88562091503268
2013-06-18,39.54236111111111
2013-06-26,43.75228758169935
2013-07-12,41.54117647058824
2013-07-20,31.38666666666667
2013-07-28,32.38269230769231
2013-08-05,37.351485148514854
2013-08-13,38.79822485207101
2013-08-21,42.00532544378699
2013-08-29,40.100591715976336
2013-09-06,41.30491803278689
2013-09-14,39.701775147929
2013-09-22,34.704195804195805
2013-09-30,33.78047337278107
2013-10-08,31.183333333333334
2013-10-16,32.1830303030303
2013-10-24,27.600625000000004
2013-11-01,22.683333333333337
2013-11-09,21.460396039603964
2013-11-17,22.208333333333336
2013-11-25,24.44113924050633
2013-12-03,24.745
2013-12-11,22.40320512820513
2013-12-19,24.785430463576162
2013-12-27,14.837735849056603
2014-01-01,21.25228758169935
2014-01-09,23.9989010989011
2014-01-17,28.371597633136094
2014-01-25,24.29605263157895
2014-02-02,27.07080745341615
2014-02-10,27.8325
2014-02-18,35.87514792899409
2014-02-26,32.83970588235294
2014-03-06,37.37891156462585
2014-03-14,27.427868852459017
2014-03-22,26.431304347826085
2014-03-30,28.867500000000003
2014-04-23,30.453846153846158
2014-05-01,26.49655172413793
2014-05-09,40.98429752066116
2014-05-17,44.000591715976334
2014-05-25,37.62867132867133
2014-06-02,42.02944785276074
2014-06-10,44.36923076923077
2014-06-18,41.425170068027214
2014-06-26,41.782978723404256
2014-07-04,38.69464285714286
2014-07-12,41.44029850746269
2014-07-20,38.073846153846155
2014-07-28,42.52931034482759
2014-08-05,42.59444444444445
2014-08-13,45.235502958579886
2014-08-21,49.410650887573965
2014-08-29,46.81666666666667
2014-09-06,42.549090909090914
2014-09-14,41.59763313609468
2014-09-22,34.97922077922078
2014-09-30,35.48013698630137
2014-10-08,32.355405405405406
2014-10-16,33.25373134328358
2014-10-24,34.55789473684211
2014-11-01,29.160000000000004
2014-11-09,24.66029411764706
2014-11-17,26.43049645390071
2014-12-03,25.379738562091504
2014-12-11,17.223076923076924
2014-12-19,22.079166666666666
2014-12-27,15.83851851851852
2015-01-01,26.047586206896554
2015-01-09,28.6041095890411
2015-01-17,30.032679738562095
2015-01-25,29.222580645161294
2015-02-02,27.701666666666668
2015-02-10,30.150000000000002
2015-02-18,34.62426035502959
2015-02-26,29.79166666666667
2015-03-14,34.372368421052634
2015-03-22,38.88456790123457
2015-03-30,41.20769230769231
2015-04-07,36.395121951219515
2015-04-15,39.733333333333334
2015-04-23,36.214999999999996
2015-05-01,40.407878787878786
2015-05-09,32.82261904761905
2015-05-17,24.76274509803922
2015-06-02,46.99645390070922
2015-06-10,42.50731707317073
2015-06-18,37.21777777777778
2015-06-26,47.444242424242425
2015-07-04,46.43461538461539
2015-07-12,49.52444444444445
2015-07-20,44.182105263157894
2015-07-28,47.0921052631579
2015-08-05,45.430128205128206
2015-08-13,34.44942528735632
2015-08-21,38.56301369863014
2015-08-29,43.86046511627907
2015-09-06,34.56351351351352
2015-09-14,42.31224489795918
2015-09-22,36.919117647058826
2015-09-30,33.77162162162162
2015-10-08,39.08616352201258
2015-10-16,35.293150684931504
2015-10-24,36.82787878787879
2015-11-01,30.721985815602835
2015-11-09,25.648466257668716
2015-11-17,25.137671232876713
2015-11-25,24.043902439024393
2015-12-03,26.92439024390244
2015-12-11,27.958888888888893
2015-12-19,20.795652173913044
2015-12-27,18.65655172413793
2016-01-01,25.213076923076926
2016-01-09,28.484397163120565
2016-01-17,30.007432432432434
2016-01-25,31.502702702702706
2016-02-02,30.46390532544379
2016-02-10,31.80769230769231
2016-02-18,33.94378698224852
2016-02-26,31.387500000000003
2016-03-13,32.65569620253165
2016-03-21,37.03212121212121
2016-03-29,43.26143790849673
2016-04-06,40.49171597633136
2016-04-14,41.91428571428572
2016-04-22,43.83454545454546
2016-04-30,45.50595238095238
2016-05-16,39.504411764705885
2016-05-24,44.590797546012276
2016-06-01,44.318939393939395
2016-06-09,43.17755102040817
2016-06-17,45.25816993464053
2016-06-25,35.03921568627451
2016-07-03,38.75903614457832
2016-07-11,45.47134146341463
2016-07-19,45.577083333333334
2016-07-27,48.788549618320616
2016-08-04,49.17236842105263
2016-08-12,44.53055555555556
2016-08-20,40.752554744525554
2016-08-28,39.885714285714286
2016-09-05,41.55029585798817
2016-09-13,36.1104347826087
2016-09-21,41.28203592814371
2016-09-29,32.67761194029851
2016-10-07,38.03464052287582
2016-10-15,35.09793103448276
2016-10-23,31.323333333333338
2016-10-31,27.039
2016-11-08,30.821893491124264
2016-11-16,24.084722222222226
2016-11-24,17.1796875
2016-12-02,15.880645161290325
2016-12-10,20.34375
2016-12-18,18.803846153846155
2016-12-26,9.950000000000001
2017-01-01,25.18888888888889
2017-01-09,27.898787878787882
2017-01-17,27.026400000000002
2017-01-25,26.869565217391308
2017-02-02,27.74294871794872
2017-02-10,29.85247524752475
2017-02-18,23.535772357723577
2017-02-26,29.080952380952382
2017-03-06,30.56125
2017-03-14,38.396875
2017-03-22,35.58443113772455
2017-03-30,36.064864864864866
2017-04-15,40.56524390243902
2017-04-23,34.32981366459628
2017-05-01,40.15660377358491
2017-05-09,40.87264150943397
2017-05-17,43.04444444444445
2017-05-25,46.07875000000001
2017-06-02,42.77261904761905
2017-06-10,42.588888888888896
2017-06-18,45.05963855421687
2017-06-26,41.273770491803276
2017-07-04,41.42348993288591
2017-07-12,42.31454545454545
2017-07-20,46.229447852760735
2017-07-28,43.9329268292683
2017-08-05,43.217241379310344
2017-08-13,42.37658227848102
2017-08-21,39.80828402366864
2017-08-29,42.12721893491124
2017-09-06,42.32781065088758
2017-09-14,39.75188679245284
2017-09-22,40.85562130177515
2017-09-30,37.956050955414014
2017-10-08,34.38402366863905
2017-10-16,31.437579617834395
2017-10-24,20.5
2017-11-01,31.975147928994087
2017-11-09,27.620238095238097
2017-11-17,26.353389830508476
2017-11-25,21.452
2017-12-03,25.606508875739646
2017-12-11,24.804761904761904
2017-12-19,21.537125748502994
2017-12-27,17.909467455621304
2018-01-01,25.939240506329117
2018-01-09,27.706666666666667
2018-01-17,25.971014492753625
2018-01-25,22.53888888888889
2018-02-02,31.211409395973153
2018-02-10,28.284516129032262
2018-02-18,24.56530612244898
2018-03-06,22.623846153846156
2018-03-14,30.284415584415587
2018-03-22,29.5
2018-03-30,34.67524752475247
2018-04-15,20.556
2018-04-23,24.310638297872345
2018-05-09,38.721301775147936
2018-05-17,43.2810650887574
2018-05-25,23.629411764705882
2018-06-02,31.733333333333334
2018-06-10,42.31818181818182
2018-06-18,44.75212121212121
2018-06-26,45.763953488372096
2018-07-04,45.755
2018-07-12,28.200000000000003
2018-07-20,27.62
2018-07-28,31.079844961240312
2018-08-05,43.81194968553459
2018-08-13,35.50283018867925
2018-08-29,45.24107142857143
2018-09-14,37.627702702702706
2018-09-22,39.74968152866242
2018-09-30,36.35324675324676
2018-10-08,33.808280254777074
2018-10-16,28.0
2018-10-24,32.28311688311688
2018-11-01,32.89731543624161
2018-11-09,29.030128205128207
2018-11-17,26.568589743589747
2018-11-25,29.29179104477612
2018-12-03,21.715555555555557
2018-12-11,26.75
2018-12-19,22.90487804878049
2018-12-27,15.558709677419357
2019-01-01,23.719047619047622
2019-01-09,21.64375
2019-01-17,27.085714285714285
2019-01-25,22.26981132075472
2019-02-02,28.530252100840336
2019-02-10,25.3793893129771
2019-02-18,30.241420118343196
2019-02-26,26.731360946745568
2019-03-06,27.023076923076925
2019-03-14,31.239375000000003
2019-03-22,35.57757575757576
2019-03-30,33.824137931034485
2019-04-07,39.74385964912281
2019-04-15,27.461538461538467
2019-04-23,36.025196850393705
2019-05-01,38.43576642335767
2019-05-09,43.51397849462366
2019-05-17,43.32899408284024
2019-05-25,50.047863247863255
2019-06-02,30.97886178861789
2019-06-10,45.30355029585799
2019-06-18,39.287301587301585
2019-06-26,44.0525
2019-07-04,40.37361111111111
2019-07-12,38.44469696969697
2019-07-20,40.4941935483871
2019-07-28,41.15153374233129
2019-08-05,40.52621951219513
2019-08-13,41.36607142857143
2019-08-21,41.7823076923077
2019-08-29,41.969565217391306
2019-09-06,38.2497005988024
2019-09-14,35.49515151515151
2019-09-22,35.672049689440996
2019-09-30,36.12378048780488
2019-10-08,34.007333333333335
2019-10-16,33.650887573964496
2019-10-24,31.624852071005918
2019-11-01,28.49408284023669
2019-11-09,31.688095238095244
2019-11-17,22.659349593495936
2019-11-25,22.162962962962965
2019-12-03,27.027810650887574
2019-12-11,25.150485436893206
2019-12-19,22.420202020202023
2019-12-27,17.57677419354839
2020-01-01,22.53666666666667
2020-01-17,27.852142857142855
2020-01-25,28.544375000000002
2020-02-02,27.557432432432435
2020-02-10,30.235460992907804
2020-02-18,31.752071005917163
2020-02-26,29.57
2020-03-05,29.57354838709678
2020-03-13,25.94647887323944
2020-03-21,32.15326086956522
2020-03-29,32.39937888198758
2020-04-22,42.1
2020-04-30,38.708333333333336
2020-05-08,46.0
2020-05-16,46.72275862068966
2020-05-24,38.44117647058824
2020-06-01,45.66568047337279
2020-06-09,40.93387096774194
2020-06-17,43.368125
2020-06-25,45.03496932515338
2020-07-03,46.47619047619048
2020-07-11,36.7
2020-07-19,39.92884615384616
2020-07-27,40.05671641791045
2020-08-04,43.184375
2020-08-12,46.520118343195264
2020-08-20,42.37261146496815
2020-08-28,44.194478527607366
2020-09-05,41.42587412587413
2020-09-13,39.0534090909091
2020-09-21,35.32820512820513
2020-09-29,34.20787878787879
2020-10-07,37.39636363636364
2020-10-15,30.92721893491124
2020-10-23,30.050306748466255
2020-10-31,29.407333333333334
2020-11-08,28.81979166666667
2020-11-24,26.014201183431954
2020-12-02,29.217424242424244
2020-12-10,25.996575342465754
2020-12-18,28.378231292517007
2020-12-26,20.59579831932773
2021-01-01,28.015662650602412
2021-01-09,30.034482758620694
2021-01-17,22.27655172413793
2021-01-25,23.59605263157895
2021-02-02,26.193023255813955
2021-02-10,32.670394736842105
2021-02-18,28.52738853503185
2021-02-26,31.953846153846158
2021-03-06,21.490384615384617
2021-03-14,24.540625000000002
2021-03-22,29.887323943661972
2021-03-30,36.765625
2021-04-07,35.36272189349113
2021-04-15,40.66131386861314
2021-05-01,35.64166666666667
2021-05-09,42.93866666666667
2021-05-17,36.806666666666665
2021-05-25,48.99763313609468
2021-06-02,46.1496894409938
2021-06-10,40.075
2021-06-18,44.397633136094676
2021-06-26,48.1536231884058
2021-07-04,44.88579881656805
2021-07-12,37.080555555555556
2021-07-20,27.485185185185188
2021-07-28,30.6
2021-08-05,44.75575757575758
2021-08-13,44.15384615384616
2021-08-21,43.66829268292683
2021-08-29,35.88888888888889
2021-09-06,43.83550295857989
2021-09-14,40.657055214723925
2021-09-22,38.65976331360947
2021-09-30,35.61034482758621
2021-10-16,33.44679487179487
2021-10-24,33.31030303030303
2021-11-01,31.818934911242607
2021-11-09,28.918343195266274
2021-11-17,30.99939393939394
2021-11-25,22.610204081632656
2021-12-11,19.305494505494508
