datetime,NDVI
2009-09-30,0.6736952662721895
2009-10-16,0.7899763313609468
2009-11-01,0.7163236686390533
2009-11-17,0.7623988165680474
2009-12-03,0.7869704142011834
2009-12-19,0.7927639053254438
2010-01-01,0.7734881656804734
2010-01-17,0.7832668639053254
2010-02-02,0.8006177514792899
2010-02-18,0.7430437869822486
2010-03-06,0.7544544378698226
2010-03-22,0.3126497041420119
2010-04-07,0.6618763313609468
2010-04-23,0.5795763313609468
2010-05-09,0.733221301775148
2010-05-25,0.7322402366863906
2010-06-10,0.6487059171597633
2010-06-26,0.7668065088757396
2010-07-12,0.696089349112426
2010-07-28,0.6972715976331362
2010-08-13,0.7335011834319527
2010-08-29,0.7309994082840238
2010-09-14,0.7524124260355031
2010-09-30,0.7467828402366864
2010-10-16,0.7379958579881657
2010-11-01,0.7626591715976332
2010-11-17,0.7590360946745562
2010-12-03,0.7671976331360947
2010-12-19,0.6583153846153846
2011-01-01,0.7800153846153847
2011-01-17,0.770615976331361
2011-02-02,0.7442603550295859
2011-02-18,0.7512035502958581
2011-03-06,0.7804254437869822
2011-03-22,0.6577786982248521
2011-04-07,0.6154325443786982
2011-04-23,0.6798573964497042
2011-05-09,0.707907100591716
2011-05-25,0.6843798816568047
2011-06-10,0.6957781065088758
2011-06-26,0.6654905325443787
2011-07-12,0.6778005917159764
2011-07-28,0.7335727810650888
2011-08-13,0.7448792899408284
2011-08-29,0.7552633136094674
2011-09-14,0.6931420118343196
2011-09-30,0.7041449704142012
2011-10-16,0.7049917159763315
2011-11-01,0.6764857988165681
2011-11-17,0.7320005917159763
2011-12-03,0.7138313609467456
2011-12-19,0.7530473372781066
2012-01-01,0.7406952662721894
2012-01-17,0.7535130177514794
2012-02-02,0.7500390532544379
2012-02-18,0.7357846153846155
2012-03-05,0.6825426035502958
2012-03-21,0.6475455621301776
2012-04-06,0.6605366863905326
2012-04-22,0.6511491124260355
2012-05-08,0.7077479289940829
2012-05-24,0.7266514792899409
2012-06-09,0.5888011834319526
2012-06-25,0.6718485207100592
2012-07-11,0.7936485207100592
2012-07-27,0.7921988165680474
2012-08-12,0.8116366863905327
2012-08-28,0.8099639053254438
2012-09-13,0.7800739644970414
2012-09-29,0.7806786982248521
2012-10-15,0.7666059171597633
2012-10-31,0.7535011904761905
2012-11-16,0.7456396449704142
2012-12-02,0.749205325443787
2012-12-18,0.7813313609467456
2013-01-01,0.7772130177514793
2013-01-17,0.7850029585798817
2013-02-02,0.7358568047337278
2013-02-18,0.640598224852071
2013-03-06,0.6858644970414202
2013-03-22,0.7398485207100592
2013-04-07,0.696584023668639
2013-04-23,0.7200786982248522
2013-05-09,0.8011591715976332
2013-05-25,0.734026627218935
2013-06-10,0.7346970414201184
2013-06-26,0.7102666666666667
2013-07-12,0.6995792899408284
2013-07-28,0.5870686390532545
2013-08-13,0.7378656804733729
2013-08-29,0.7346
2013-09-14,0.7143627218934911
2013-09-30,0.6983366863905326
2013-10-16,0.6450733727810651
2013-11-01,0.622212426035503
2013-11-17,0.7103272189349112
2013-12-03,0.7204384615384616
2013-12-19,0.7140834319526628
2014-01-01,0.76384251497006
2014-01-17,0.7379118343195267
2014-02-02,0.7600242603550296
2014-02-18,0.7696023668639054
2014-03-06,0.7816704142011834
2014-03-22,0.687309696969697
2014-04-07,0.3171686390532545
2014-04-23,0.5709349112426035
2014-05-09,0.7485857988165681
2014-05-25,0.76171775147929
2014-06-10,0.7716059171597633
2014-06-26,0.6107248520710059
2014-07-12,0.7262224242424242
2014-07-28,0.734412426035503
2014-08-13,0.7934059171597634
2014-08-29,0.7847727810650887
2014-09-14,0.7461544378698225
2014-09-30,0.7499076923076923
2014-10-16,0.7175952662721894
2014-11-01,0.695719526627219
2014-11-17,0.7961970414201184
2014-12-03,0.7701218934911243
2014-12-19,0.7841183431952663
2015-01-01,0.7790946745562131
2015-01-17,0.7758136094674557
2015-02-02,0.7633449704142012
2015-02-18,0.7668005917159764
2015-03-06,0.7357100591715977
2015-03-22,0.7764218934911242
2015-04-07,0.7032881656804735
2015-04-23,0.7294378698224853
2015-05-09,0.5747518072289157
2015-05-25,0.7914846153846155
2015-06-10,0.7887426035502959
2015-06-26,0.7920360946745562
2015-07-12,0.8004852071005918
2015-07-28,0.8295124260355029
2015-08-13,0.7848349112426036
2015-08-29,0.7877988165680474
2015-09-14,0.7730633136094675
2015-09-30,0.7339165680473373
2015-10-16,0.7782958579881657
2015-11-01,0.7648497041420118
2015-11-17,0.7603733727810651
2015-12-03,0.782898224852071
2015-12-19,0.7775366863905326
2016-01-01,0.7691621301775148
2016-01-17,0.7771491124260356
2016-02-02,0.7748295857988167
2016-02-18,0.8041639053254439
2016-03-05,0.692523076923077
2016-03-21,0.771915976331361
2016-04-06,0.7693834319526628
2016-04-22,0.7754508875739645
2016-05-08,0.8186502958579882
2016-05-24,0.7802047337278106
2016-06-09,0.7769236686390533
2016-06-25,0.7455562130177514
2016-07-11,0.7852988165680475
2016-07-27,0.7641396449704142
2016-08-12,0.804312426035503
2016-08-28,0.766815976331361
2016-09-13,0.7607538461538462
2016-09-29,0.7309295857988166
2016-10-15,0.7677958579881657
2016-10-31,0.7677094674556214
2016-11-16,0.7520491124260356
2016-12-02,0.7668018404907976
2016-12-18,0.4881638554216868
2017-01-01,0.766698224852071
2017-01-17,0.761094674556213
2017-02-02,0.7458349112426036
2017-02-18,0.7749088757396451
2017-03-06,0.7784674556213018
2017-03-22,0.7346207100591716
2017-04-07,0.7498502958579882
2017-04-23,0.7005639053254439
2017-05-09,0.7365307692307693
2017-05-25,0.7689047337278107
2017-06-10,0.7724899408284024
2017-06-26,0.7249479289940829
2017-07-12,0.744337278106509
2017-07-28,0.7364852071005917
2017-08-13,0.7824733727810651
2017-08-29,0.7785514792899408
2017-09-14,0.744140828402367
2017-09-30,0.7474532544378698
2017-10-16,0.7512609467455622
2017-11-01,0.7763130177514793
2017-11-17,0.670733727810651
2017-12-03,0.765044378698225
2017-12-19,0.7953153846153846
2018-01-01,0.777194674556213
2018-01-17,0.766494674556213
2018-02-02,0.7803828402366865
2018-02-18,0.6397627218934911
2018-03-06,0.7639248520710059
2018-03-22,0.7219875739644971
2018-04-07,0.6227059171597634
2018-04-23,0.5815236686390532
2018-05-09,0.7747952662721894
2018-05-25,0.623615976331361
2018-06-10,0.7442680473372781
2018-06-26,0.729201775147929
2018-07-12,0.6236331360946746
2018-07-28,0.7729526627218936
2018-08-13,0.684387573964497
2018-08-29,0.7830437869822486
2018-09-14,0.7787538461538462
2018-09-30,0.8096118343195267
2018-10-16,0.7762828402366865
2018-11-01,0.785019526627219
2018-11-17,0.7796236686390533
2018-12-03,0.7651550295857988
2018-12-19,0.7597242603550296
2019-01-01,0.7482970414201183
2019-01-17,0.7621325443786983
2019-02-02,0.7624260355029586
2019-02-18,0.7343082840236687
2019-03-06,0.6501207100591716
2019-03-22,0.7095946745562131
2019-04-07,0.7000153846153846
2019-04-23,0.717421301775148
2019-05-09,0.7248420118343195
2019-05-25,0.7766994082840237
2019-06-10,0.7570360946745562
2019-06-26,0.7409112426035503
2019-07-12,0.7391934911242604
2019-07-28,0.6957076923076924
2019-08-13,0.7801390532544379
2019-08-29,0.7498585798816568
2019-09-14,0.7488721893491125
2019-09-30,0.7007810650887575
2019-10-16,0.7341934911242604
2019-11-01,0.7179520710059172
2019-11-17,0.6883201183431953
2019-12-03,0.7422786982248522
2019-12-19,0.7623585798816569
2020-01-01,0.6476343195266272
2020-01-17,0.7738254437869823
2020-02-02,0.7509550295857989
2020-02-18,0.7718893491124261
2020-03-05,0.7539
2020-03-21,0.7403331360946747
2020-04-06,0.548023076923077
2020-04-22,0.699994674556213
2020-05-08,0.7028769230769231
2020-05-24,0.7757781065088758
2020-06-09,0.7986520710059172
2020-06-25,0.7585745562130178
2020-07-11,0.763094674556213
2020-07-27,0.7611467455621302
2020-08-12,0.8081207100591716
2020-08-28,0.7837781065088758
2020-09-13,0.7089360946745562
2020-09-29,0.7471035502958581
2020-10-15,0.7445461538461539
2020-10-31,0.7258792899408284
2020-11-16,0.7672739644970414
2020-12-02,0.7727414201183432
2020-12-18,0.7691615384615386
2021-01-01,0.7911745562130178
2021-01-17,0.7692994082840238
2021-02-02,0.7590733727810651
2021-02-18,0.7725449704142012
2021-03-06,0.4786917159763314
2021-03-22,0.7645189349112426
2021-04-07,0.7366218934911243
2021-04-23,0.7754272189349113
2021-05-09,0.7143798816568048
2021-05-25,0.7754431952662723
2021-06-10,0.7975479289940829
2021-06-26,0.7331366863905326
2021-07-12,0.5734668639053254
2021-07-28,0.6983106508875739
2021-08-13,0.7993727810650888
2021-08-29,0.7725443786982249
2021-09-14,0.752192899408284
2021-09-30,0.7924112426035503
2021-10-16,0.7545142011834319
2021-11-01,0.7911041420118343
2021-11-17,0.7460562130177515
2021-12-03,0.7602591715976331
2021-12-19,0.7662751479289941
