datetime,NDVI
2000-02-18,0.6432224852071007
2000-03-05,0.7596414201183432
2000-03-21,0.595419526627219
2000-04-06,0.7027757396449704
2000-04-22,0.76151775147929
2000-05-08,0.7185621301775148
2000-05-24,0.7734136094674556
2000-06-09,0.750794674556213
2000-06-25,0.7264727810650888
2000-07-11,0.585207100591716
2000-07-27,0.7400183431952663
2000-08-12,0.7103278106508876
2000-08-28,0.712991124260355
2000-09-13,0.7407402366863906
2000-09-29,0.7483786982248521
2000-10-15,0.7611627218934911
2000-10-31,0.8098284023668639
2000-11-16,0.7790355029585799
2000-12-02,0.7860224852071007
2000-12-18,0.7994710059171598
2001-01-01,0.7912337278106509
2001-01-17,0.7777532544378698
2001-02-02,0.752407100591716
2001-02-18,0.7357272189349113
2001-03-06,0.7319059171597634
2001-03-22,0.6542739644970414
2001-04-07,0.6923431952662723
2001-04-23,0.6665017751479291
2001-05-09,0.6908923076923077
2001-05-25,0.7113041420118343
2001-06-10,0.36811005917159767
2001-06-26,0.6788988165680474
2001-07-12,0.6752378698224852
2001-07-28,0.7053798816568048
2001-08-13,0.6904958579881657
2001-08-29,0.7243585798816569
2001-09-14,0.759394674556213
2001-09-30,0.7606047337278107
2001-10-16,0.7607863905325444
2001-11-01,0.7172751479289942
2001-11-17,0.7832165680473373
2001-12-03,0.6088609467455622
2001-12-19,0.7633207100591717
2002-01-01,0.7749828402366864
2002-01-17,0.8055431952662723
2002-02-02,0.7758710059171599
2002-02-18,0.7228863905325444
2002-03-06,0.7475319526627219
2002-03-22,0.3715806060606061
2002-04-07,0.7532881656804734
2002-04-23,0.6433781065088758
2002-05-09,0.754685798816568
2002-05-25,0.7011153846153846
2002-06-10,0.7267349112426036
2002-06-26,0.6874130177514793
2002-07-12,0.7173928994082841
2002-07-28,0.7966769230769231
2002-08-13,0.7422378698224853
2002-08-29,0.7470636363636365
2002-09-14,0.7915491124260355
2002-09-30,0.8054355029585799
2002-10-16,0.6920047337278107
2002-11-01,0.7646467455621303
2002-11-17,0.7452319526627219
2002-12-03,0.7368550295857988
2002-12-19,0.7205023668639053
2003-01-01,0.7121988165680474
2003-01-17,0.7133781065088758
2003-02-02,0.739708875739645
2003-02-18,0.6983869822485207
2003-03-06,0.7130479289940829
2003-03-22,0.6912339285714285
2003-04-07,0.6933988165680474
2003-04-23,0.5844426035502959
2003-05-09,0.6977011834319526
2003-05-25,0.7135278106508876
2003-06-10,0.6934952662721894
2003-06-26,0.7606171597633137
2003-07-12,0.4542278106508876
2003-07-28,0.7673834319526628
2003-08-13,0.7383023668639054
2003-08-29,0.7324396449704141
2003-09-14,0.7515840236686391
2003-09-30,0.7067970414201183
2003-10-16,0.6827863905325444
2003-11-01,0.6959757396449705
2003-11-17,0.7038402366863906
2003-12-03,0.7723165680473373
2003-12-19,0.7919639053254439
2004-01-01,0.7917278106508876
2004-01-17,0.7994710059171598
2004-02-02,0.7628810650887575
2004-02-18,0.7439792899408284
2004-03-05,0.781724852071006
2004-03-21,0.7920260355029587
2004-04-06,0.6908810650887575
2004-04-22,0.7227627218934911
2004-05-08,0.6699426035502959
2004-05-24,0.7588917159763314
2004-06-09,0.6896988165680474
2004-06-25,0.7557721893491125
2004-07-11,0.6816727810650888
2004-07-27,0.7061325443786982
2004-08-12,0.7509579881656805
2004-08-28,0.6913
2004-09-13,0.6900147928994083
2004-09-29,0.6637497041420118
2004-10-15,0.6721479289940829
2004-10-31,0.7592360946745562
2004-11-16,0.7591911242603551
2004-12-02,0.7599023668639054
2004-12-18,0.7697940828402366
2005-01-01,0.7984479289940829
2005-01-17,0.7803686390532545
2005-02-02,0.7981017751479291
2005-02-18,0.7534644970414202
2005-03-06,0.7182023668639054
2005-03-22,0.6261879746835444
2005-04-07,0.7139437869822486
2005-04-23,0.7322615384615385
2005-05-09,0.7414360946745562
2005-05-25,0.7084384615384616
2005-06-10,0.7122201183431953
2005-06-26,0.6503857988165681
2005-07-12,0.7759869822485207
2005-07-28,0.757523076923077
2005-08-13,0.7604408284023669
2005-08-29,0.8107994082840237
2005-09-14,0.7540911242603551
2005-09-30,0.6871467455621303
2005-10-16,0.6980284023668639
2005-11-01,0.7539094674556214
2005-11-17,0.8003988165680475
2005-12-03,0.8082917159763314
2005-12-19,0.7931437869822486
2006-01-01,0.7619355029585799
2006-01-17,0.7816218934911243
2006-02-02,0.7501295857988166
2006-02-18,0.6204526627218935
2006-03-06,0.7388597633136095
2006-03-22,0.7364319526627219
2006-04-07,0.372103550295858
2006-04-23,0.6260254437869822
2006-05-09,0.6797692307692308
2006-05-25,0.7208449704142013
2006-06-10,0.7833491124260356
2006-06-26,0.7235147928994083
2006-07-12,0.7951751479289941
2006-07-28,0.7604100591715977
2006-08-13,0.7720863905325445
2006-08-29,0.7310970414201183
2006-09-14,0.7429331360946746
2006-09-30,0.7491727810650888
2006-10-16,0.7625544378698226
2006-11-01,0.7141414201183433
2006-11-17,0.772984023668639
2006-12-03,0.7431994082840238
2006-12-19,0.7296733727810651
2007-01-01,0.5970562130177515
2007-01-17,0.7685976331360946
2007-02-02,0.6357751515151515
2007-02-18,0.7329686390532545
2007-03-06,0.73791775147929
2007-03-22,0.6783846153846155
2007-04-07,0.6013846153846154
2007-04-23,0.7210721893491124
2007-05-09,0.7357183431952663
2007-05-25,0.7450745562130178
2007-06-10,0.6475686390532545
2007-06-26,0.650507100591716
2007-07-12,0.7372917159763315
2007-07-28,0.7081112426035503
2007-08-13,0.7491822485207101
2007-08-29,0.7149355029585799
2007-09-14,0.720807100591716
2007-09-30,0.755
2007-10-16,0.7709455621301775
2007-11-01,0.7969550295857989
2007-11-17,0.811819526627219
2007-12-03,0.725027108433735
2007-12-19,0.7908360946745562
2008-01-01,0.8004579881656805
2008-01-17,0.744630177514793
2008-02-02,0.7418739644970415
2008-02-18,0.7636952662721894
2008-03-05,0.6302798816568047
2008-03-21,0.6219242236024844
2008-04-06,0.7300887573964497
2008-04-22,0.7360899408284024
2008-05-08,0.7278970414201184
2008-05-24,0.688296449704142
2008-06-09,0.7101846153846154
2008-06-25,0.7264473372781066
2008-07-11,0.6825538461538462
2008-07-27,0.6684248520710059
2008-08-12,0.7184053254437871
2008-08-28,0.7365639053254439
2008-09-13,0.7515745562130178
2008-09-29,0.7710639053254439
2008-10-15,0.7183076923076923
2008-10-31,0.677623076923077
2008-11-16,0.6931372670807454
2008-12-02,0.7575041420118344
2008-12-18,0.7980094674556214
2009-01-01,0.790440828402367
2009-01-17,0.7751136094674557
2009-02-02,0.8069704142011834
2009-02-18,0.6632508875739646
2009-03-06,0.5793132530120482
2009-03-22,0.6403224852071007
2009-04-07,0.4692834319526627
2009-04-23,0.6568497041420118
2009-05-09,0.6707786982248521
2009-05-25,0.7855639053254438
2009-06-10,0.7358952662721894
2009-06-26,0.7640011834319527
2009-07-12,0.581107100591716
2009-07-28,0.7423804733727811
2009-08-13,0.7574520710059172
2009-08-29,0.7844786982248522
2009-09-14,0.7984295857988166
